date,asset_id,close,adj_close
2022-08-09,000905.SH,6341.4806,6341.4806
2022-08-10,000905.SH,6322.0558,6322.0558
2022-08-11,000905.SH,6439.3586,6439.3586
2022-08-12,000905.SH,6420.853,6420.853
2022-08-15,000905.SH,6442.8093,6442.8093
2022-08-16,000905.SH,6465.1866,6465.1866
2022-08-17,000905.SH,6493.5047,6493.5047
2022-08-18,000905.SH,6468.8056,6468.8056
2022-08-19,000905.SH,6391.7159,6391.7159
2022-08-22,000905.SH,6472.6799,6472.6799
2022-08-23,000905.SH,6466.4045,6466.4045
2022-08-24,000905.SH,6284.5769,6284.5769
2022-08-25,000905.SH,6322.6961,6322.6961
2022-08-26,000905.SH,6298.3739,6298.3739
2022-08-29,000905.SH,6310.402,6310.402
2022-08-30,000905.SH,6285.9273,6285.9273
2022-08-31,000905.SH,6155.7455,6155.7455
2022-09-01,000905.SH,6126.7685,6126.7685
2022-09-02,000905.SH,6149.4273,6149.4273
2022-09-05,000905.SH,6182.6465,6182.6465
2022-09-06,000905.SH,6291.5707,6291.5707
2022-09-07,000905.SH,6301.5644,6301.5644
2022-09-08,000905.SH,6272.5752,6272.5752
2022-09-09,000905.SH,6316.9724,6316.9724
2022-09-13,000905.SH,6300.422,6300.422
2022-09-14,000905.SH,6249.963,6249.963
2022-09-15,000905.SH,6107.7964,6107.7964
2022-09-16,000905.SH,5954.5037,5954.5037
2022-09-19,000905.SH,5913.1493,5913.1493
2022-09-20,000905.SH,5958.2922,5958.2922
2022-09-21,000905.SH,5978.581,5978.581
2022-09-22,000905.SH,5965.8854,5965.8854
2022-09-23,000905.SH,5889.6019,5889.6019
2022-09-26,000905.SH,5806.3181,5806.3181
2022-09-27,000905.SH,5920.0531,5920.0531
2022-09-28,000905.SH,5769.5198,5769.5198
2022-09-29,000905.SH,5771.8812,5771.8812
2022-09-30,000905.SH,5714.0629,5714.0629
2022-10-10,000905.SH,5635.7109,5635.7109
2022-10-11,000905.SH,5684.5063,5684.5063
2022-10-12,000905.SH,5820.4537,5820.4537
2022-10-13,000905.SH,5830.3355,5830.3355
2022-10-14,000905.SH,5973.4389,5973.4389
2022-10-17,000905.SH,6015.5963,6015.5963
2022-10-18,000905.SH,6035.6737,6035.6737
2022-10-19,000905.SH,5972.7226,5972.7226
2022-10-20,000905.SH,5948.8621,5948.8621
2022-10-21,000905.SH,5956.8811,5956.8811
2022-10-24,000905.SH,5896.9031,5896.9031
2022-10-25,000905.SH,5869.781,5869.781
2022-10-26,000905.SH,5971.6009,5971.6009
2022-10-27,000905.SH,5963.0037,5963.0037
2022-10-28,000905.SH,5781.7972,5781.7972
2022-10-31,000905.SH,5807.1063,5807.1063
2022-11-01,000905.SH,5941.1451,5941.1451
2022-11-02,000905.SH,5997.8038,5997.8038
2022-11-03,000905.SH,5996.7187,5996.7187
2022-11-04,000905.SH,6133.4629,6133.4629
2022-11-07,000905.SH,6141.4088,6141.4088
2022-11-08,000905.SH,6134.2564,6134.2564
2022-11-09,000905.SH,6120.8286,6120.8286
2022-11-10,000905.SH,6089.6951,6089.6951
2022-11-11,000905.SH,6138.6211,6138.6211
2022-11-14,000905.SH,6129.5129,6129.5129
2022-11-15,000905.SH,6236.3838,6236.3838
2022-11-16,000905.SH,6203.9174,6203.9174
2022-11-17,000905.SH,6217.2052,6217.2052
2022-11-18,000905.SH,6191.6477,6191.6477
2022-11-21,000905.SH,6189.7092,6189.7092
2022-11-22,000905.SH,6125.3999,6125.3999
2022-11-23,000905.SH,6115.6049,6115.6049
2022-11-24,000905.SH,6120.0659,6120.0659
2022-11-25,000905.SH,6087.8591,6087.8591
2022-11-28,000905.SH,6055.2843,6055.2843
2022-11-29,000905.SH,6163.8214,6163.8214
2022-11-30,000905.SH,6156.1465,6156.1465
2022-12-01,000905.SH,6186.1021,6186.1021
2022-12-02,000905.SH,6168.0127,6168.0127
2022-12-05,000905.SH,6215.1244,6215.1244
2022-12-06,000905.SH,6211.2515,6211.2515
2022-12-07,000905.SH,6204.0051,6204.0051
2022-12-08,000905.SH,6186.2835,6186.2835
2022-12-09,000905.SH,6192.3009,6192.3009
2022-12-12,000905.SH,6154.8092,6154.8092
2022-12-13,000905.SH,6121.6615,6121.6615
2022-12-14,000905.SH,6096.3856,6096.3856
2022-12-15,000905.SH,6101.8787,6101.8787
2022-12-16,000905.SH,6072.8627,6072.8627
2022-12-19,000905.SH,5936.4751,5936.4751
2022-12-20,000905.SH,5878.0314,5878.0314
2022-12-21,000905.SH,5845.835,5845.835
2022-12-22,000905.SH,5779.0555,5779.0555
2022-12-23,000905.SH,5763.3458,5763.3458
2022-12-26,000905.SH,5843.2555,5843.2555
2022-12-27,000905.SH,5885.6622,5885.6622
2022-12-28,000905.SH,5862.0967,5862.0967
2022-12-29,000905.SH,5857.4021,5857.4021
2022-12-30,000905.SH,5864.4669,5864.4669
2023-01-03,000905.SH,5955.8969,5955.8969
2023-01-04,000905.SH,5952.4538,5952.4538
2023-01-05,000905.SH,6010.4641,6010.4641
2023-01-06,000905.SH,6012.8152,6012.8152
2023-01-09,000905.SH,6040.0193,6040.0193
2023-01-10,000905.SH,6048.2968,6048.2968
2023-01-11,000905.SH,6014.1565,6014.1565
2023-01-12,000905.SH,6015.2871,6015.2871
2023-01-13,000905.SH,6057.6902,6057.6902
2023-01-16,000905.SH,6126.1772,6126.1772
2023-01-17,000905.SH,6132.6391,6132.6391
2023-01-18,000905.SH,6151.4557,6151.4557
2023-01-19,000905.SH,6204.3261,6204.3261
2023-01-20,000905.SH,6251.4337,6251.4337
2023-01-30,000905.SH,6283.3272,6283.3272
2023-01-31,000905.SH,6289.15,6289.15
2023-02-01,000905.SH,6365.9051,6365.9051
2023-02-02,000905.SH,6370.1411,6370.1411
2023-02-03,000905.SH,6343.6861,6343.6861
2023-02-06,000905.SH,6302.3349,6302.3349
2023-02-07,000905.SH,6317.2377,6317.2377
2023-02-08,000905.SH,6268.2759,6268.2759
2023-02-09,000905.SH,6354.562,6354.562
2023-02-10,000905.SH,6334.252,6334.252
2023-02-13,000905.SH,6383.8279,6383.8279
2023-02-14,000905.SH,6397.2146,6397.2146
2023-02-15,000905.SH,6384.3479,6384.3479
2023-02-16,000905.SH,6289.4786,6289.4786
2023-02-17,000905.SH,6237.4053,6237.4053
2023-02-20,000905.SH,6346.0678,6346.0678
2023-02-21,000905.SH,6383.4248,6383.4248
2023-02-22,000905.SH,6375.0684,6375.0684
2023-02-23,000905.SH,6360.3202,6360.3202
2023-02-24,000905.SH,6340.8435,6340.8435
2023-02-27,000905.SH,6307.2057,6307.2057
2023-02-28,000905.SH,6357.5352,6357.5352
2023-03-01,000905.SH,6402.1411,6402.1411
2023-03-02,000905.SH,6382.2322,6382.2322
2023-03-03,000905.SH,6390.3177,6390.3177
2023-03-06,000905.SH,6395.2191,6395.2191
2023-03-07,000905.SH,6284.2986,6284.2986
2023-03-08,000905.SH,6301.5157,6301.5157
2023-03-09,000905.SH,6285.9521,6285.9521
2023-03-10,000905.SH,6204.8989,6204.8989
2023-03-13,000905.SH,6245.0029,6245.0029
2023-03-14,000905.SH,6189.3969,6189.3969
2023-03-15,000905.SH,6224.64,6224.64
2023-03-16,000905.SH,6140.8317,6140.8317
2023-03-17,000905.SH,6183.1843,6183.1843
2023-03-20,000905.SH,6160.3541,6160.3541
2023-03-21,000905.SH,6234.6793,6234.6793
2023-03-22,000905.SH,6269.7384,6269.7384
2023-03-23,000905.SH,6305.7585,6305.7585
2023-03-24,000905.SH,6310.0979,6310.0979
2023-03-27,000905.SH,6311.5998,6311.5998
2023-03-28,000905.SH,6279.9217,6279.9217
2023-03-29,000905.SH,6260.551,6260.551
2023-03-30,000905.SH,6286.1773,6286.1773
2023-03-31,000905.SH,6339.8183,6339.8183
2023-04-03,000905.SH,6413.8073,6413.8073
2023-04-04,000905.SH,6408.8994,6408.8994
2023-04-06,000905.SH,6416.8456,6416.8456
2023-04-07,000905.SH,6464.4664,6464.4664
2023-04-10,000905.SH,6410.5218,6410.5218
2023-04-11,000905.SH,6420.877,6420.877
2023-04-12,000905.SH,6443.4391,6443.4391
2023-04-13,000905.SH,6404.6463,6404.6463
2023-04-14,000905.SH,6431.0688,6431.0688
2023-04-17,000905.SH,6459.2396,6459.2396
2023-04-18,000905.SH,6449.8531,6449.8531
2023-04-19,000905.SH,6416.9696,6416.9696
2023-04-20,000905.SH,6411.7564,6411.7564
2023-04-21,000905.SH,6250.5446,6250.5446
2023-04-24,000905.SH,6208.7797,6208.7797
2023-04-25,000905.SH,6118.1526,6118.1526
2023-04-26,000905.SH,6142.1541,6142.1541
2023-04-27,000905.SH,6157.936,6157.936
2023-04-28,000905.SH,6241.2441,6241.2441
2023-05-04,000905.SH,6262.3891,6262.3891
2023-05-05,000905.SH,6200.5759,6200.5759
2023-05-08,000905.SH,6248.5828,6248.5828
2023-05-09,000905.SH,6181.9757,6181.9757
2023-05-10,000905.SH,6173.8093,6173.8093
2023-05-11,000905.SH,6154.4703,6154.4703
2023-05-12,000905.SH,6091.6464,6091.6464
2023-05-15,000905.SH,6159.3888,6159.3888
2023-05-16,000905.SH,6110.8271,6110.8271
2023-05-17,000905.SH,6122.0518,6122.0518
2023-05-18,000905.SH,6128.1762,6128.1762
2023-05-19,000905.SH,6117.0833,6117.0833
2023-05-22,000905.SH,6115.3151,6115.3151
2023-05-23,000905.SH,6052.4297,6052.4297
2023-05-24,000905.SH,6005.7913,6005.7913
2023-05-25,000905.SH,5988.1885,5988.1885
2023-05-26,000905.SH,6034.9834,6034.9834
2023-05-29,000905.SH,6025.1552,6025.1552
2023-05-30,000905.SH,6061.3089,6061.3089
2023-05-31,000905.SH,6047.8021,6047.8021
2023-06-01,000905.SH,6051.4603,6051.4603
2023-06-02,000905.SH,6105.2181,6105.2181
2023-06-05,000905.SH,6097.1059,6097.1059
2023-06-06,000905.SH,5983.4202,5983.4202
2023-06-07,000905.SH,5987.011,5987.011
2023-06-08,000905.SH,5966.1477,5966.1477
2023-06-09,000905.SH,6009.5826,6009.5826
2023-06-12,000905.SH,6027.7122,6027.7122
2023-06-13,000905.SH,6044.0371,6044.0371
2023-06-14,000905.SH,6044.0766,6044.0766
2023-06-15,000905.SH,6096.8075,6096.8075
2023-06-16,000905.SH,6148.0125,6148.0125
2023-06-19,000905.SH,6131.3849,6131.3849
2023-06-20,000905.SH,6126.1133,6126.1133
2023-06-21,000905.SH,5990.8455,5990.8455
2023-06-26,000905.SH,5887.0324,5887.0324
2023-06-27,000905.SH,5948.0029,5948.0029
2023-06-28,000905.SH,5942.3112,5942.3112
2023-06-29,000905.SH,5940.5782,5940.5782
2023-06-30,000905.SH,5998.7293,5998.7293
2023-07-03,000905.SH,6042.3122,6042.3122
2023-07-04,000905.SH,6055.2577,6055.2577
2023-07-05,000905.SH,6020.8212,6020.8212
2023-07-06,000905.SH,5988.5525,5988.5525
2023-07-07,000905.SH,5961.6057,5961.6057
2023-07-10,000905.SH,5984.2814,5984.2814
2023-07-11,000905.SH,6029.2318,6029.2318
2023-07-12,000905.SH,5962.7938,5962.7938
2023-07-13,000905.SH,6044.0583,6044.0583
2023-07-14,000905.SH,6030.5188,6030.5188
2023-07-17,000905.SH,6012.6895,6012.6895
2023-07-18,000905.SH,6001.7998,6001.7998
2023-07-19,000905.SH,5993.4126,5993.4126
2023-07-20,000905.SH,5925.4843,5925.4843
2023-07-21,000905.SH,5925.6255,5925.6255
2023-07-24,000905.SH,5916.7141,5916.7141
2023-07-25,000905.SH,6016.6312,6016.6312
2023-07-26,000905.SH,6001.5402,6001.5402
2023-07-27,000905.SH,5961.1843,5961.1843
2023-07-28,000905.SH,6043.2438,6043.2438
2023-07-31,000905.SH,6088.2431,6088.2431
2023-08-01,000905.SH,6098.8789,6098.8789
2023-08-02,000905.SH,6077.4645,6077.4645
2023-08-03,000905.SH,6098.6868,6098.6868
2023-08-04,000905.SH,6128.556,6128.556
2023-08-07,000905.SH,6090.7307,6090.7307
2023-08-08,000905.SH,6066.1019,6066.1019
2023-08-09,000905.SH,6021.7506,6021.7506
2023-08-10,000905.SH,6031.7105,6031.7105
2023-08-11,000905.SH,5913.3502,5913.3502
2023-08-14,000905.SH,5916.8029,5916.8029
2023-08-15,000905.SH,5879.7782,5879.7782
2023-08-16,000905.SH,5833.2155,5833.2155
2023-08-17,000905.SH,5874.3609,5874.3609
2023-08-18,000905.SH,5777.7972,5777.7972
2023-08-21,000905.SH,5710.7783,5710.7783
2023-08-22,000905.SH,5741.0606,5741.0606
2023-08-23,000905.SH,5629.4999,5629.4999
2023-08-24,000905.SH,5652.6729,5652.6729
2023-08-25,000905.SH,5581.2116,5581.2116
2023-08-28,000905.SH,5644.1405,5644.1405
2023-08-29,000905.SH,5770.3155,5770.3155
2023-08-30,000905.SH,5775.1534,5775.1534
2023-08-31,000905.SH,5739.3984,5739.3984
2023-09-01,000905.SH,5750.8027,5750.8027
2023-09-04,000905.SH,5829.784,5829.784
2023-09-05,000905.SH,5788.7149,5788.7149
2023-09-06,000905.SH,5790.3806,5790.3806
2023-09-07,000905.SH,5702.7008,5702.7008
2023-09-08,000905.SH,5708.6227,5708.6227
2023-09-11,000905.SH,5774.7305,5774.7305
2023-09-12,000905.SH,5770.9259,5770.9259
2023-09-13,000905.SH,5715.3973,5715.3973
2023-09-14,000905.SH,5702.102,5702.102
2023-09-15,000905.SH,5704.6632,5704.6632
2023-09-18,000905.SH,5719.6887,5719.6887
2023-09-19,000905.SH,5687.9007,5687.9007
2023-09-20,000905.SH,5651.0062,5651.0062
2023-09-21,000905.SH,5611.9186,5611.9186
2023-09-22,000905.SH,5698.8168,5698.8168
2023-09-25,000905.SH,5666.6642,5666.6642
2023-09-26,000905.SH,5646.6544,5646.6544
2023-09-27,000905.SH,5674.3451,5674.3451
2023-09-28,000905.SH,5690.7697,5690.7697
2023-10-09,000905.SH,5658.0832,5658.0832
2023-10-10,000905.SH,5630.3714,5630.3714
2023-10-11,000905.SH,5629.7886,5629.7886
2023-10-12,000905.SH,5671.6419,5671.6419
2023-10-13,000905.SH,5633.3831,5633.3831
2023-10-16,000905.SH,5580.6666,5580.6666
2023-10-17,000905.SH,5595.3423,5595.3423
2023-10-18,000905.SH,5524.5988,5524.5988
2023-10-19,000905.SH,5464.027,5464.027
2023-10-20,000905.SH,5423.6748,5423.6748
2023-10-23,000905.SH,5290.3343,5290.3343
2023-10-24,000905.SH,5352.0123,5352.0123
2023-10-25,000905.SH,5375.9983,5375.9983
2023-10-26,000905.SH,5398.934,5398.934
2023-10-27,000905.SH,5492.0274,5492.0274
2023-10-30,000905.SH,5546.3881,5546.3881
2023-10-31,000905.SH,5528.2385,5528.2385
2023-11-01,000905.SH,5509.9662,5509.9662
2023-11-02,000905.SH,5459.4517,5459.4517
2023-11-03,000905.SH,5510.357,5510.357
2023-11-06,000905.SH,5605.0621,5605.0621
2023-11-07,000905.SH,5611.0983,5611.0983
2023-11-08,000905.SH,5608.0173,5608.0173
2023-11-09,000905.SH,5592.0568,5592.0568
2023-11-10,000905.SH,5573.0999,5573.0999
2023-11-13,000905.SH,5605.5688,5605.5688
2023-11-14,000905.SH,5630.5534,5630.5534
2023-11-15,000905.SH,5664.617,5664.617
2023-11-16,000905.SH,5609.3607,5609.3607
2023-11-17,000905.SH,5631.4233,5631.4233
2023-11-20,000905.SH,5659.7727,5659.7727
2023-11-21,000905.SH,5641.0844,5641.0844
2023-11-22,000905.SH,5572.8986,5572.8986
2023-11-23,000905.SH,5622.9891,5622.9891
2023-11-24,000905.SH,5570.4205,5570.4205
2023-11-27,000905.SH,5566.5069,5566.5069
2023-11-28,000905.SH,5591.4955,5591.4955
2023-11-29,000905.SH,5553.3349,5553.3349
2023-11-30,000905.SH,5545.0504,5545.0504
2023-12-01,000905.SH,5566.8689,5566.8689
2023-12-04,000905.SH,5559.0682,5559.0682
2023-12-05,000905.SH,5460.4088,5460.4088
2023-12-06,000905.SH,5481.824,5481.824
2023-12-07,000905.SH,5481.1355,5481.1355
2023-12-08,000905.SH,5497.9897,5497.9897
2023-12-11,000905.SH,5564.8538,5564.8538
2023-12-12,000905.SH,5566.1778,5566.1778
2023-12-13,000905.SH,5507.5128,5507.5128
